id,Code,Transport,Longitude,Latitude,Station,District_Name,Neighborhood_Name
220,K001,Underground,2.187202,41.410828,METRO (L1) - CLOT (C. de València)-,Sant Martí,el Clot
221,K001,Underground,2.100569,41.363695,METRO (L1) - RAMBLA JUST OLIVERAS-,,
222,K002,Railway (FGC),2.151636,41.399679,FGC - GRÀCIA (C. de Marià Cubí)-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
223,K008,Maritime station,2.173815,41.364315,Estació Marítima Grimaldi Lines,Sants-Montjuïc,la Marina del Prat Vermell
224,K003,RENFE,2.147997,41.492347,RENFE - CERDANYOLA DEL VALLÈS-,,
225,K002,Railway (FGC),2.124523,41.39935,FGC - SARRIÀ-,Sarrià-Sant Gervasi,Sarrià
226,K002,Railway (FGC),2.130463,41.361391,FGC - ILDEFONS CERDÀ-,,
227,K001,Underground,2.15988,41.375147,METRO (L3) - POBLE SEC-,Eixample,Sant Antoni
228,K011,Tram,2.22531,41.427474,TRAMVIA (T5) - SANT JOAN BAPTISTA-,,
229,K001,Underground,2.217105,41.414575,METRO (L4) - BESÒS MAR (C. d'Alfons el Magnànim)-,Sant Martí,el Besòs i el Maresme
230,K002,Railway (FGC),2.125789,41.398544,FGC - SARRIÀ-,Sarrià-Sant Gervasi,les Tres Torres
231,K001,Underground,2.169507,41.387625,METRO (L1) - CATALUNYA-,Eixample,la Dreta de l'Eixample
232,K001,Underground,2.171017,41.462556,METRO (L11) - CAN CUIÀS (C. Circumval·lació - Montcada)-,,
233,K001,Underground,2.164871,41.392581,METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
234,K001,Underground,2.157649,41.393362,"FGC (L6,L7) - PROVENÇA (C. del Rossellò)-",Eixample,la Dreta de l'Eixample
235,K001,Underground,2.137173,41.410227,FGC (L7) - AVINGUDA DEL TIBIDABO-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
236,K001,Underground,2.169598,41.385842,"FGC (L6,L7) - CATALUNYA (C. de Pelai)-",Eixample,la Dreta de l'Eixample
237,K001,Underground,2.174437,41.416378,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. Sant Quintí)-,Horta-Guinardó,el Guinardó
238,K002,Railway (FGC),2.169598,41.385842,FGC - CATALUNYA (C. de Pelai)-,Eixample,la Dreta de l'Eixample
239,K002,Railway (FGC),2.142852,41.398976,FGC - MUNTANER-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
240,K002,Railway (FGC),2.152507,41.399554,FGC - GRÀCIA-,Gràcia,la Vila de Gràcia
241,K001,Underground,2.110681,41.368521,METRO (L1) - FLORIDA-,,
242,K001,Underground,2.21861,41.451596,METRO (L1) - FONDO-,,
243,K001,Underground,2.16414,41.384844,METRO (L2) - UNIVERSITAT (Rda. de Sant Antoni)-,Ciutat Vella,el Raval
244,K001,Underground,2.169571,41.385366,METRO (L3) - CATALUNYA (C. de Pelai)-,Ciutat Vella,el Raval
245,K001,Underground,2.147496,41.435235,METRO (L3) - MUNDET-,Horta-Guinardó,Montbau
246,K001,Underground,2.163699,41.385021,METRO (L2) - UNIVERSITAT (C. d'Aribau)-,Eixample,Sant Antoni
247,K001,Underground,2.149572,41.40611,METRO (L3) - LESSEPS (Rda. Gral. Mitre)-,Sarrià-Sant Gervasi,el Putxet i el Farró
248,K001,Underground,2.117869,41.386116,METRO (L3) - PALAU REIAL (Av. Diagonal)-,Les Corts,Pedralbes
249,K001,Underground,2.158237,41.382056,METRO (L1) - URGELL (Gv. Corts Catalanes)-,Eixample,la Nova Esquerra de l'Eixample
250,K001,Underground,2.158742,41.429811,METRO (L5) - HORTA (Bda. de la Plana)-,Horta-Guinardó,Horta
251,K001,Underground,2.139294,41.379699,METRO (L5) - SANTS ESTACIÓ-,Sants-Montjuïc,Sants
252,K001,Underground,2.174603,41.430476,METRO (L5) - VIRREI AMAT (C. del Doctor Pi i Molist)-,Nou Barris,el Turó de la Peira
253,K011,Tram,2.214952,41.41033,TRAMVIA (T4) - DIAGONAL MAR-,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
254,K001,Underground,2.150171,41.374826,METRO (L3) - ESPANYA (Av. del Paral.lel)-,Sants-Montjuïc,el Poble-sec
255,K001,Underground,2.169492,41.38757,METRO (L1) - CATALUNYA (Pl. de Catalunya)-,Eixample,la Dreta de l'Eixample
256,K001,Underground,2.210131,41.444246,METRO (L9) - CAN PEIXAUET-,,
257,K001,Underground,2.173877,41.404117,METRO (L5) - SAGRADA FAMÍLIA-,Eixample,la Sagrada Família
258,K001,Underground,2.165196,41.441671,METRO (L3) - CANYELLES (Federico García Lorca)-,Nou Barris,Canyelles
259,K011,Tram,2.188338,41.390398,TRAMVIA (T4) - WELLINGTON-,Sant Martí,la Vila Olímpica del Poblenou
260,K011,Tram,2.129309,41.415431,TRAMVIA BLAU - AV. TIBIDABO (Parc Municipal Font Racó - Tornada)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
261,K011,Tram,2.204513,41.416358,"TRAMVIA (T5, T6) - SANT MARTÍ DE PROVENÇALS-",Sant Martí,Provençals del Poblenou
262,K010,Cableway,2.187919,41.373235,Transbordador del Port - Sant Sebastià-,Ciutat Vella,la Barceloneta
263,K010,Cableway,2.1725,41.371019,Transbordador del Port - Miramar-,Sants-Montjuïc,el Poble-sec
264,K009,Funicular,2.119395,41.42128,Funicular TIBIDABO - superior-,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
265,K008,Maritime station,2.183611,41.374828,Terminal Marítima Maremàgnum-,,
266,K008,Maritime station,2.178681,41.37385,Estació Marítima DRASSANES-,,
267,K001,Underground,2.107033,41.37329,METRO (L5) - PUBILLA CASES-,,
268,K001,Underground,2.181742,41.415335,METRO (L5) - CAMP DE L'ARPA (C. de la Indústria)-,Sant Martí,el Camp de l'Arpa del Clot
269,K001,Underground,2.170075,41.385531,METRO (L3) - CATALUNYA (la Rambla)-,Eixample,la Dreta de l'Eixample
270,K001,Underground,2.146075,41.384981,METRO (L5) - ENTENÇA (C. de Rocafort)-,Eixample,la Nova Esquerra de l'Eixample
271,K001,Underground,2.163315,41.406523,METRO (L4) - JOANIC-,Gràcia,el Camp d'en Grassot i Gràcia Nova
272,K001,Underground,2.165242,41.392217,METRO (L3) - PASSEIG DE GRÀCIA (C. d'Aragó)-,Eixample,la Dreta de l'Eixample
273,K001,Underground,2.172794,41.381722,METRO (L3) - LICEU (La Rambla)-,Ciutat Vella,el Raval
274,K001,Underground,2.170718,41.375079,METRO (L3) - PARAL·LEL-,Ciutat Vella,el Raval
275,K004,Airport train,2.115466,41.354367,Tren AEROPORT - BELLVITGE-,,
276,K003,RENFE,2.060314,41.368661,RENFE - ST. JOAN DESPÍ-,,
277,K003,RENFE,2.185163,41.484284,RENFE - MONTCADA I REIXAC-MANRESA-,,
278,K011,Tram,2.136412,41.390505,"TRAMVIA (T1,T2,T3) - L'ILLA-",Les Corts,les Corts
279,K001,Underground,2.174157,41.387564,METRO (L4) - URQUINAONA (Via Laietana)-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
280,K001,Underground,2.196179,41.415594,METRO (L2) - BAC DE RODA (Rambla Guipúscoa)-,Sant Martí,Sant Martí de Provençals
281,K001,Underground,2.145606,41.384454,METRO (L5) - ENTENÇA-,Eixample,la Nova Esquerra de l'Eixample
282,K001,Underground,2.164453,41.392328,METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
283,K001,Underground,2.126304,41.388204,METRO (L3) - MARIA CRISTINA-,Les Corts,Pedralbes
284,K001,Underground,2.091263,41.366148,METRO (L5) - CAN BOIXERES-,,
285,K001,Underground,2.125579,41.375701,METRO (L5) - BADAL (C. d'Arizala)-,Sants-Montjuïc,Sants - Badal
286,K001,Underground,2.173953,41.437178,METRO (L4) - LLUCMAJOR (Pl. del Jardins d'Alfàbia)-,Nou Barris,Porta
287,K001,Underground,2.13548,41.375444,METRO (L5) - PLAÇA DE SANTS-,Sants-Montjuïc,Sants
288,K001,Underground,2.166728,41.398769,METRO (L5) - VERDAGUER-,Eixample,la Dreta de l'Eixample
289,K001,Underground,2.144952,41.384126,METRO (L5) - ENTENÇA (C. d'Entença)-,Eixample,la Nova Esquerra de l'Eixample
290,K001,Underground,2.150142,41.420977,METRO (L5) - EL COLL / LA TEIXONERA (C. de Batet)-,Horta-Guinardó,el Carmel
291,K001,Underground,2.174004,41.389109,METRO (L1) - URQUINAONA (C. Jonqueres)-,Eixample,la Dreta de l'Eixample
292,K001,Underground,2.195092,41.414799,METRO (L2) - BAC DE RODA (Rambla Guipúscoa)-,Sant Martí,Sant Martí de Provençals
293,K001,Underground,2.130847,41.38397,METRO (L3) - LES CORTS (C. de Joan Güell)-,Les Corts,les Corts
294,K001,Underground,2.234241,41.440358,METRO (L10) - GORG-,,
295,K001,Underground,2.150391,41.406599,METRO (L3) - LESSEPS-,Gràcia,la Vila de Gràcia
296,K001,Underground,2.168228,41.375231,METRO (L2) - PARAL·LEL (Av. de Paral.lel)-,Ciutat Vella,el Raval
297,K001,Underground,2.180037,41.400087,METRO (L2) - MONUMENTAL-,Eixample,el Fort Pienc
298,K001,Underground,2.163172,41.380689,METRO (L2) - SANT ANTONI (C. de Villarroel)-,Eixample,Sant Antoni
299,K001,Underground,2.190665,41.443807,METRO (L1) - TORRAS I BAGES-,Sant Andreu,Sant Andreu
300,K001,Underground,2.139256,41.406043,FGC (L7) - EL PUTXET-,Sarrià-Sant Gervasi,el Putxet i el Farró
301,K001,Underground,2.139529,41.405442,FGC (L7) - EL PUTXET-,Sarrià-Sant Gervasi,el Putxet i el Farró
302,K001,Underground,2.110396,41.367873,METRO (L1) - FLORIDA-,,
303,K001,Underground,2.170083,41.374728,METRO (L3) - PARAL·LEL (Av. de Paral.lel)-,Sants-Montjuïc,el Poble-sec
304,K001,Underground,2.210317,41.420291,METRO (L4) - BESÒS-,Sant Martí,el Besòs i el Maresme
305,K001,Underground,2.145257,41.43056,METRO (L3) - MONTBAU (Ronda de Dalt)-,Horta-Guinardó,la Vall d'Hebron
306,K001,Underground,2.145191,41.430847,METRO (L3) - MONTBAU-,Horta-Guinardó,la Vall d'Hebron
307,K001,Underground,2.156392,41.437571,METRO (L3) - VALLDAURA-,Horta-Guinardó,Horta
308,K002,Railway (FGC),2.025086,41.369224,FGC - SANTA COLOMA DE CERVELLÓ-,,
309,K001,Underground,2.142019,41.381157,METRO (L3) - SANTS ESTACIÓ (Av. de Josep Tarradellas)-,Sants-Montjuïc,Sants
310,K002,Railway (FGC),2.125369,41.357005,FGC - EUROPA / FIRA-,,
311,K011,Tram,2.221856,41.422595,TRAMVIA (T5) - LA CATALANA-,,
312,K011,Tram,2.186968,41.397311,TRAMVIA (T4) - AUDITORI-TEATRE NACIONAL-,Sant Martí,el Parc i la Llacuna del Poblenou
313,K011,Tram,2.186918,41.39407,TRAMVIA (T4) - MARINA-,Sant Martí,el Parc i la Llacuna del Poblenou
314,K008,Maritime station,2.175151,41.368042,Terminal Marítima Sant Bertran *Ferris,Sants-Montjuïc,la Marina del Prat Vermell
315,K001,Underground,2.129175,41.369127,METRO (L1) - SANTA EULÀLIA-,,
316,K001,Underground,2.183324,41.430459,METRO (L1) - FABRA I PUIG-,Sant Andreu,Sant Andreu
317,K004,Airport train,2.188597,41.409995,Tren AEROPORT - CLOT-,Sant Martí,el Clot
318,K001,Underground,2.13168,41.360962,FGC (L8) - ILDEFONS CERDÀ-,,
319,K001,Underground,2.154406,41.378685,METRO (L1) - ROCAFORT (C. de Rocafort)-,Eixample,Sant Antoni
320,K001,Underground,2.134546,41.374172,METRO (L1) - MERCAT NOU (C. dels Jocs Florals)-,Sants-Montjuïc,Sants
321,K001,Underground,2.148309,41.375344,METRO (L1) - ESPANYA (C. de la Creu Coberta)-,Sants-Montjuïc,Hostafrancs
322,K002,Railway (FGC),2.157956,41.392909,FGC - PROVENÇA-,Eixample,l'Antiga Esquerra de l'Eixample
323,K002,Railway (FGC),2.110914,41.409282,FGC - PEU FUNICULAR-,Sarrià-Sant Gervasi,Sarrià
324,K011,Tram,2.121492,41.386718,"TRAMVIA (T1,T2,T3) - PIUS XII-",Les Corts,la Maternitat i Sant Ramon
325,K001,Underground,2.193327,41.38792,METRO (L4) - CIUTADELLA - VILA OLÍMPICA (Parc de Carles I)-,Sant Martí,la Vila Olímpica del Poblenou
326,K001,Underground,2.192179,41.395239,METRO (L4) - BOGATELL-,Sant Martí,el Parc i la Llacuna del Poblenou
327,K001,Underground,2.146052,41.378249,METRO (L3) - TARRAGONA (C. d'Aragó)-,Eixample,la Nova Esquerra de l'Eixample
328,K002,Railway (FGC),2.147573,41.401403,FGC - PLAÇA MOLINA<center>-,Sarrià-Sant Gervasi,el Putxet i el Farró
329,K001,Underground,2.142754,41.398631,FGC (L6) - MUNTANER-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
330,K001,Underground,2.18058,41.459194,METRO (L11) - TORRE BARÓ - VALLBONA (C. Esculapi Càncer)-,Nou Barris,Torre Baró
331,K001,Underground,2.135114,41.397895,FGC (L6) - LA BONANOVA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
332,K001,Underground,2.186579,41.422021,METRO (L5) - LA SAGRERA (Av. Meridiana)-,Sant Andreu,la Sagrera
333,K001,Underground,2.144863,41.411461,METRO (L3) - VALLCARCA (Jardins Manuel Blancafort)-,Gràcia,Vallcarca i els Penitents
334,K002,Railway (FGC),2.118699,41.398423,FGC - REINA ELISENDA (Sortida J. V. Foix)-,Sarrià-Sant Gervasi,Sarrià
335,K001,Underground,2.140542,41.382298,METRO (L3) - SANTS ESTACIÓ (Jardins de Màlaga)-,Sants-Montjuïc,Sants
336,K001,Underground,2.183628,41.430467,METRO (L1) - FABRA I PUIG (Pg. de Fabra i Puig)-,Sant Andreu,Sant Andreu
337,K001,Underground,2.163474,41.385403,METRO (L1) - UNIVERSITAT (Pl. de la Universitat)-,Eixample,Sant Antoni
338,K001,Underground,2.176443,41.3772,METRO (L3) - DRASSANES (La Rambla)-,Ciutat Vella,el Raval
339,K001,Underground,2.099718,41.36366,METRO (L1) - RAMBLA JUST OLIVERAS-,,
340,K001,Underground,2.079,41.35807,METRO (L5) - GAVARRA-,,
341,K001,Underground,2.176264,41.411214,METRO (L5) - SANT PAU-DOS DE MAIG (C. del Dos de Maig)-,Eixample,la Sagrada Família
342,K001,Underground,2.200601,41.419306,METRO (L2) - SANT MARTÍ-,Sant Martí,Sant Martí de Provençals
343,K001,Underground,2.207416,41.451058,METRO (L1) - SANTA COLOMA-,,
344,K001,Underground,2.130828,41.397781,FGC (L6) - LES TRES TORRES-,Sarrià-Sant Gervasi,les Tres Torres
345,K001,Underground,2.152429,41.400039,"FGC (L6,L7) - GRÀCIA (Pl. de Gal·la Placídia)-",Gràcia,la Vila de Gràcia
346,K001,Underground,2.135502,41.397638,FGC (L6) - LA BONANOVA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
347,K001,Underground,2.166353,41.441845,METRO (L3) - CANYELLES (Parc de Josep Maria Serra Martí)-,Nou Barris,Canyelles
348,K001,Underground,2.16701,41.430319,METRO (L5) - VILAPICINA (Pg. de Fabra i Puig)-,Nou Barris,Vilapicina i la Torre Llobeta
349,K011,Tram,2.118294,41.385874,"TRAMVIA (T1,T2,T3) - PALAU REIAL-",Les Corts,la Maternitat i Sant Ramon
350,K011,Tram,2.188532,41.404209,"TRAMVIA (T5, T6) - LA FARINERA-",Sant Martí,el Parc i la Llacuna del Poblenou
351,K011,Tram,2.227764,41.434948,TRAMVIA (T5) - SANT ROC-,,
352,K011,Tram,2.209864,41.409066,TRAMVIA (T4) - SELVA DE MAR-,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
353,K010,Cableway,2.166135,41.364048,Telefèric de Montjuïc - Castell-,Sants-Montjuïc,el Poble-sec
354,K009,Funicular,2.13157,41.41616,Funicular TIBIDABO - inferior-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
355,K008,Maritime station,2.179532,41.360585,Estació Marítima C-,,
356,K008,Maritime station,2.176803,41.367586,Terminal GÉNOVA-,,
357,K008,Maritime station,2.181059,41.363071,Estació Marítima A-,,
358,K003,RENFE,2.193312,41.435959,RENFE - SANT ANDREU COMTAL-,Sant Andreu,Sant Andreu
359,K001,Underground,2.184187,41.449312,METRO (L3) - TRINITAT NOVA (Chafarinas)-,Nou Barris,la Trinitat Nova
360,K001,Underground,2.145225,41.378805,METRO (L3) - TARRAGONA (C. de Tarragona)-,Eixample,la Nova Esquerra de l'Eixample
361,K001,Underground,2.144456,41.378852,METRO (L3) - TARRAGONA (C. del Elisi)-,Sants-Montjuïc,Hostafrancs
362,K001,Underground,2.170859,41.394823,METRO (L4) - GIRONA (C. Consell de Cent)-,Eixample,la Dreta de l'Eixample
363,K001,Underground,2.167682,41.389615,METRO (L4) - PASSEIG DE GRÀCIA-,Eixample,la Dreta de l'Eixample
364,K001,Underground,2.18295,41.449264,"METRO (L3,L4,L11) - TRINITAT NOVA (Pedrosa)-",Nou Barris,la Trinitat Nova
365,K001,Underground,2.205987,41.423471,"METRO (L2,L4) - LA PAU (L2 i L4) (Rambla de Guipúscoa)-",Sant Martí,la Verneda i la Pau
366,K001,Underground,2.174241,41.416004,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. del Mas Casanovas)-,Horta-Guinardó,el Guinardó
367,K003,RENFE,2.188413,41.484611,RENFE - MONTCADA I REIXAC-,,
368,K003,RENFE,2.048073,41.383079,RENFE - ST. FELIU DE LLOBREGAT-,,
369,K003,RENFE,2.100702,41.364252,RENFE - L'HOSPITALET DE LLOBREGAT-,,
370,K001,Underground,2.143991,41.375292,METRO (L1) - HOSTAFRANCS-,Sants-Montjuïc,Hostafrancs
371,K001,Underground,2.186897,41.421556,METRO (L5) - LA SAGRERA-,Sant Andreu,la Sagrera
372,K001,Underground,2.165646,41.391351,METRO (L3) - PASSEIG DE GRÀCIA (C. del Consell de Cent)-,Eixample,la Dreta de l'Eixample
373,K001,Underground,2.216803,41.433879,METRO (L2) - ARTIGUES-SANT ADRIÀ-,,
374,K001,Underground,2.099888,41.371578,METRO (L5) - CAN VIDALET-,,
375,K001,Underground,2.181609,41.423528,METRO (L5) - CONGRÉS-,Sant Andreu,el Congrés i els Indians
376,K001,Underground,2.150301,41.37516,METRO (L3) - ESPANYA-,Eixample,Sant Antoni
377,K001,Underground,2.156073,41.425418,METRO (L5) - EL CARMEL (Pl. de Pastrana)-,Horta-Guinardó,el Carmel
378,K001,Underground,2.084574,41.36329,METRO (L5) - SANT ILDEFONS-,,
379,K001,Underground,2.078904,41.357707,METRO (L5) - GAVARRA-,,
380,K001,Underground,2.17309,41.38952,METRO (L1) - URQUINAONA-,Eixample,la Dreta de l'Eixample
381,K001,Underground,2.201262,41.419459,METRO (L2) - SANT MARTÍ (Rambla Guipúscoa)-,Sant Martí,Sant Martí de Provençals
382,K001,Underground,2.190338,41.444154,METRO (L1) - TORRAS I BAGES (Pg. de Torras i Bages)-,Sant Andreu,Sant Andreu
383,K001,Underground,2.109898,41.351527,METRO (L1) - BELLVITGE-,,
384,K001,Underground,2.148628,41.374547,FGC (L8) - ESPANYA-,Sants-Montjuïc,el Poble-sec
385,K001,Underground,2.169503,41.385707,"FGC (L6,L7) - CATALUNYA-",Eixample,la Dreta de l'Eixample
386,K001,Underground,2.161109,41.375204,METRO (L3) - POBLE SEC (Av. del Paral.lel)-,Eixample,Sant Antoni
387,K001,Underground,2.191575,41.394936,METRO (L4) - BOGATELL (C. de Pere IV)-,Sant Martí,el Parc i la Llacuna del Poblenou
388,K001,Underground,2.13621,41.382176,METRO (L3) - PLAÇA DEL CENTRE (Pl. del Centre)-,Les Corts,les Corts
389,K002,Railway (FGC),2.135114,41.397895,FGC - BONANOVA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
390,K001,Underground,2.111704,41.384208,METRO (L3) - ZONA UNIVERSITÀRIA (Av. Diagonal)-,Les Corts,la Maternitat i Sant Ramon
391,K002,Railway (FGC),2.043259,41.348145,FGC - SANT BOI-,,
392,K011,Tram,2.134712,41.413531,TRAMVIA BLAU - AV. TIBIDABO (Romà Macaya-Dr. Ribas Perdigó)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
393,K011,Tram,2.232613,41.439305,TRAMVIA (T5) - GORG-,,
394,K001,Underground,2.194384,41.449539,METRO (L1) - TRINITAT VELLA-,Sant Andreu,la Trinitat Vella
395,K001,Underground,2.18753,41.411218,METRO (L1) - CLOT-,Sant Martí,el Clot
396,K001,Underground,2.183584,41.430093,METRO (L1) - FABRA I PUIG (Pg. de Fabra i Puig)-,Sant Andreu,Sant Andreu
397,K004,Airport train,2.18698,41.409541,Tren AEROPORT - CLOT-,Sant Martí,el Clot
398,K001,Underground,2.19087,41.442305,METRO (L1) - TORRAS I BAGES (C. de Palomar)-,Sant Andreu,Sant Andreu
399,K001,Underground,2.18834,41.402984,METRO (L1) - GLÒRIES (C. d'Àlaba)-,Sant Martí,el Parc i la Llacuna del Poblenou
400,K001,Underground,2.149455,41.375546,METRO (L1) - ESPANYA (C. de Tarragona)-,Eixample,la Nova Esquerra de l'Eixample
401,K011,Tram,2.131844,41.389343,"TRAMVIA (T1,T2,T3) - NUMÀNCIA-",Les Corts,les Corts
402,K011,Tram,2.129746,41.415469,TRAMVIA BLAU - AV. TIBIDABO (Parc Municipal Font Racó)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
403,K011,Tram,2.221206,41.418341,TRAMVIA (T6) - LA MINA-,,
404,K001,Underground,2.227784,41.435516,METRO (L2) - SANT ROC-,,
405,K001,Underground,2.145436,41.378064,METRO (L3) - TARRAGONA (C. Sant Nicolau)-,Sants-Montjuïc,Hostafrancs
406,K008,Maritime station,2.178511,41.356658,Terminal Marítima A *Creuers,Ciutat Vella,la Marina del Prat Vermell
407,K001,Underground,2.171578,41.462738,METRO (L11) - CAN CUIÀS-,,
408,K001,Underground,2.142961,41.40344,FGC (L7) - PADUA-,Sarrià-Sant Gervasi,el Putxet i el Farró
409,K001,Underground,2.159713,41.39611,METRO (L3) - DIAGONAL (Pl. Joan Carles I)-,Eixample,la Dreta de l'Eixample
410,K001,Underground,2.175556,41.376673,METRO (L3) - DRASSANES (C. de Montserrat)-,Ciutat Vella,el Raval
411,K001,Underground,2.124523,41.39935,FGC (L6) - SARRIÀ-,Sarrià-Sant Gervasi,Sarrià
412,K001,Underground,2.23404,41.440639,METRO (L2) - GORG-,,
413,K001,Underground,2.173484,41.437215,METRO (L4) - LLUCMAJOR-,Nou Barris,la Guineueta
414,K001,Underground,2.142012,41.4251,"METRO (L3, L5) - VALL D'HEBRON (Pg. de la Vall d'Hebron)-",Horta-Guinardó,Montbau
415,K001,Underground,2.167015,41.385919,"FGC (L6,L7) - CATALUNYA (C. de Balmes)-",Eixample,la Dreta de l'Eixample
416,K002,Railway (FGC),2.117531,41.35536,FGC - GORNAL-,,
417,K002,Railway (FGC),2.086746,41.353011,FGC - ALMEDA-,,
418,K002,Railway (FGC),2.152429,41.400039,FGC - GRÀCIA (Pl. de Gal·la Placídia)-,Gràcia,la Vila de Gràcia
419,K001,Underground,2.162901,41.37916,METRO (L2) - SANT ANTONI (C. Comte d'Urgell)-,Eixample,Sant Antoni
420,K002,Railway (FGC),2.13168,41.360962,FGC - ILDEFONS CERDÀ-,,
421,K001,Underground,2.103029,41.358779,METRO (L1) - AVINGUDA CARRILET-,,
422,K003,RENFE,2.186507,41.423935,RENFE - LA SAGRERA - MERIDIANA-,Sant Andreu,la Sagrera
423,K001,Underground,2.130678,41.384233,METRO (L3) - LES CORTS (Travessera de les Corts)-,Les Corts,les Corts
424,K001,Underground,2.160473,41.395755,METRO (L3) - DIAGONAL-,Eixample,la Dreta de l'Eixample
425,K001,Underground,2.117872,41.385906,METRO (L3) - PALAU REIAL-,Les Corts,la Maternitat i Sant Ramon
426,K001,Underground,2.170344,41.386286,METRO (L3) - CATALUNYA-,Eixample,la Dreta de l'Eixample
427,K001,Underground,2.21027,41.429935,METRO (L2) - VERNEDA-,,
428,K001,Underground,2.15517,41.379461,METRO (L1) - ROCAFORT (Gv. Corts Catalanes)-,Eixample,Sant Antoni
429,K001,Underground,2.161178,41.429762,METRO (L5) - HORTA-,Horta-Guinardó,Horta
430,K001,Underground,2.149829,41.374513,METRO (L3) - ESPANYA (Av. de la Reina Maria Cristina)-,Sants-Montjuïc,el Poble-sec
431,K001,Underground,2.192713,41.388147,METRO (L4) - CIUTADELLA - VILA OLIMPICA-,Sant Martí,la Vila Olímpica del Poblenou
432,K001,Underground,2.169714,41.385946,METRO (L3) - CATALUNYA (Pl. Catalunya)-,Eixample,la Dreta de l'Eixample
433,K001,Underground,2.20578,41.459366,METRO (L9) - SINGUERLÍN-,,
434,K001,Underground,2.212413,41.454503,METRO (L9) - ESGLÉSIA MAJOR-,,
